"","P1","P2","P3","P4","P5","Team","Mins","oMins","dMins","oPOSS","dPOSS","ORTG","DRTG","NETRTG","PTS","dPTS","FGA","dFGA","FGM","dFGM","TPA","dTPA","TPM","dTPM","FTA","dFTA","FTM","dFTM","RIMA","dRIMA","RIMM","dRIMM","ORB","dORB","DRB","dDRB","BLK","dBLK","TO","dTO","AST","dAST","ePOSS","FG.","dFG.","TPP","dTPP","FTP","dFTP","eFG.","deFG.","TS.","dTS.","RIM.","dRIM.","MID.","dMID.","TPrate","dTPrate","RIMrate","dRIMrate","MIDrate","dMIDrate","FTrate","dFTrate","ASTrate","dASTrate","TOrate","dTOrate","BLKrate","oBLKrate","ORB.","DRB.","TimePerPoss","dTimePerPoss"
"171","BRADY.MANEK","JAMAL.BIENIEMY","KRISTIAN.DOOLITTLE","MILES.REYNOLDS","RASHARD.ODOMES","Oklahoma",0.883,0.583,0.3,1,1,200,200,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,35,18
"172","BRANDON.ALSTON","CURTIS.HAYWOOD","JAMES.BANKS","JOSE.ALVARADO","MICHAEL.DEVOE","Georgia Tech",4.733,2.333,2.4,7,8,71.429,125,-53.571,5,10,7,10,2,5,3,2,0,0,1,0,1,0,4,7,2,4,0,3,2,5,0,2,0,1,0,1,7.5,0.286,0.5,0,0,1,0,0.286,0.5,0.334,0.5,0.5,0.571,0,1,0.429,0.2,0.571,0.7,0,0.1,0.143,0,0,0.2,0,0.125,0,0.286,0,0.4,20,18
"173","BRANDON.ALSTON","CURTIS.HAYWOOD","JOSE.ALVARADO","MICHAEL.DEVOE","MOSES.WRIGHT","Georgia Tech",0.65,0.2,0.45,1,1,0,100,-100,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.256,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,12,27
"174","BRANDON.ALSTON","JOSE.ALVARADO","MICHAEL.DEVOE","MOSES.WRIGHT","SHEMBARI.PHILLIPS","Georgia Tech",1.317,0.517,0.8,2,2,150,150,0,3,3,1,1,1,0,1,0,1,0,0,4,0,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0.75,1.5,0,1.5,0.517,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0.5,0,0,0,0,0,15.5,24
"175","BRANDON.CHILDRESS","CHAUNDEE.BROWN","ISAIAH.MUCIUS","JAYLEN.HOARD","OLIVIER.SARR","Wake Forest",0.95,0.6,0.35,2,2,0,100,-100,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.5,0,0,1,0.5,0,0,0,0,1,0.5,0,0,0,0.667,0,18,10.5
"176","BRANDON.CHILDRESS","CHAUNDEE.BROWN","ISAIAH.MUCIUS","OLIVIER.SARR","TORRY.JOHNSON","Wake Forest",0.817,0.333,0.483,1,2,0,250,-250,0,5,1,2,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1.5,0,1,0,1,0,0,0,1.25,0,1.25,0,1,0,0,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,20,14.5
"177","BRANDON.CHILDRESS","CHAUNDEE.BROWN","JAYLEN.HOARD","OLIVIER.SARR","SHARONE.WRIGHT","Wake Forest",14.517,8.7,5.817,23,22,34.783,118.182,-83.399,8,26,16,22,3,9,9,7,1,3,2,6,1,5,1,10,0,4,1,7,7,12,0,2,4,3,2,5,20.5,0.188,0.409,0.111,0.429,0.5,0.833,0.219,0.477,0.236,0.523,0,0.4,0.333,0.4,0.562,0.318,0.062,0.455,0.375,0.227,0.125,0.273,0.667,0.556,0.174,0.136,0,0.125,0.077,0.5,22.696,15.864
"178","BRANDON.CHILDRESS","ISAIAH.MUCIUS","JAYLEN.HOARD","MICHAEL.WYNN","TORRY.JOHNSON","Wake Forest",3.467,1.85,1.617,5,5,0,60,-60,0,3,5,4,0,1,1,1,0,0,0,1,0,1,4,1,0,1,2,0,3,2,0,1,1,0,0,1,4,0,0.25,0,0,0,1,0,0.25,0,0.335,0,1,0,0,0.2,0.25,0.8,0.25,0,0.5,0,0.25,0,1,0.2,0,0,0.2,0.5,1,22.2,19.4
"179","BRANDON.CHILDRESS","ISAIAH.MUCIUS","JAYLEN.HOARD","OLIVIER.SARR","SHARONE.WRIGHT","Wake Forest",2.5,0.683,1.817,4,5,125,40,85,5,2,3,4,2,1,2,2,1,0,0,0,0,0,1,1,1,1,0,0,3,1,0,0,0,1,1,1,4,0.667,0.25,0.5,0,0,0,0.833,0.25,0.833,0.25,1,1,0,0,0.667,0.5,0.333,0.25,0,0.25,0,0,0.5,1,0,0.2,0,0,0,1,10.25,21.8
"180","BRANDON.CHILDRESS","ISAIAH.MUCIUS","JAYLEN.HOARD","OLIVIER.SARR","TORRY.JOHNSON","Wake Forest",2.717,1.433,1.283,5,6,80,150,-70,4,9,4,4,2,3,1,2,0,1,0,3,0,2,1,0,1,0,0,0,2,2,0,0,1,0,2,2,5,0.5,0.75,0,0.5,0,0.667,0.5,0.875,0.5,0.829,1,0,0.5,1,0.25,0.5,0.25,0,0.5,0.5,0,0.75,1,0.667,0.2,0,0,0,0,1,17.2,12.833
"181","BRANDON.CHILDRESS","ISAIAH.MUCIUS","JAYLEN.HOARD","SHARONE.WRIGHT","SUNDAY.OKEKE","Wake Forest",2.933,1.083,1.85,5,5,180,80,100,9,4,4,6,3,2,3,3,3,0,0,0,0,0,1,3,0,2,0,1,3,1,1,1,1,0,2,1,5,0.75,0.333,1,0,0,0,1.125,0.333,1.125,0.333,0,0.667,0,0,0.75,0.5,0.25,0.5,0,0,0,0,0.667,0.5,0.2,0,0.167,0.25,0,0.75,13,22.2
"182","BRANDON.CHILDRESS","JAYLEN.HOARD","MICHAEL.WYNN","OLIVIER.SARR","SHARONE.WRIGHT","Wake Forest",1.05,0.433,0.617,2,2,200,100,100,4,2,2,1,2,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.5,0,0,0,0,13,18.5
"183","BRANDON.CHILDRESS","JAYLEN.HOARD","MICHAEL.WYNN","OLIVIER.SARR","TORRY.JOHNSON","Wake Forest",0.75,0.533,0.217,2,1,100,200,-100,2,2,1,1,1,0,0,1,0,0,0,2,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1.5,1,0,0,0,0,1,1,0,1,0.513,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0.5,0,0,0,0,0,16,13
"184","BRANDON.CHILDRESS","JAYLEN.HOARD","MICHAEL.WYNN","SHARONE.WRIGHT","SUNDAY.OKEKE","Wake Forest",1.883,1.017,0.867,2,2,0,150,-150,0,3,3,2,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,0,1.5,0,0.5,0,1,0,0,0,0.75,0,0.606,0,0,0,0,0.333,0.5,0.333,0,0.333,0.5,0,0.5,0,0,0,0,0,0.333,0.333,0.5,30.5,26
"185","BRANDON.MILLER","CHRISTIAN.TURNER","DAVID.EFIANAYI","ERIC.JAMISON","NATE.JOHNSON","Gardner-Webb",2.783,1.317,1.467,5,5,120,40,80,6,2,5,2,2,1,1,1,0,0,2,0,2,0,2,0,1,0,1,0,1,2,0,0,0,3,0,0,5,0.4,0.5,0,0,1,0,0.4,0.5,0.504,0.5,0.5,0,0.5,1,0.2,0.5,0.4,0,0.4,0.5,0.4,0,0,0,0,0.6,0,0,0.333,1,15.8,17.6
"186","BRANDON.MILLER","CHRISTIAN.TURNER","DAVID.EFIANAYI","JOSE.PEREZ","NATE.JOHNSON","Gardner-Webb",1.967,1.133,0.833,3,3,0,100,-100,0,3,1,2,0,0,1,2,0,0,0,4,0,3,0,0,0,0,0,1,2,1,0,0,2,0,0,0,3,0,0,0,0,0,0.75,0,0,0,0.385,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0.667,0,0,0,0,0.667,22.667,16.667
"187","BRANDON.MILLER","DAVID.EFIANAYI","ERIC.JAMISON","JAHEAM.CORNWALL","JOSE.PEREZ","Gardner-Webb",0.717,0,0.717,0,1,0,300,0,0,3,0,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.5,0,0.333,0,0.333,0,0,0,0.5,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43
"188","BRANDON.MILLER","ERIC.JAMISON","JAHEAM.CORNWALL","JOSE.PEREZ","NATE.JOHNSON","Gardner-Webb",0.7,0.333,0.367,1,1,300,200,100,3,2,1,0,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1.5,0,1.5,1.053,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,22
"189","BRANDON.ROBINSON","CAMERON.JOHNSON","COBY.WHITE","GARRISON.BROOKS","KENNY.WILLIAMS","North Carolina",1.05,0.95,0.1,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,1,57,6
"190","BRANDON.ROBINSON","CAMERON.JOHNSON","COBY.WHITE","GARRISON.BROOKS","LUKE.MAYE","North Carolina",1,0.917,0.083,2,2,100,200,-100,2,4,2,1,1,1,1,1,0,1,0,2,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,2,0.5,1,0,1,0,0.5,0.5,1.5,0.5,1.026,1,0,0,0,0.5,1,0.5,0,0,0,0,2,1,1,0.5,0,0,0,1,1,27.5,2.5
"191","BRANDON.ROBINSON","CAMERON.JOHNSON","COBY.WHITE","KENNY.WILLIAMS","LUKE.MAYE","North Carolina",6.75,3.167,3.583,11,11,54.545,100,-45.455,6,11,12,6,3,4,4,1,0,1,0,4,0,2,2,2,1,1,1,0,3,6,1,2,0,3,2,2,11,0.25,0.667,0,1,0,0.5,0.25,0.75,0.25,0.696,0.5,0.5,0.333,0.667,0.333,0.167,0.167,0.333,0.5,0.5,0,0.667,0.667,0.5,0,0.273,0.167,0.167,0.143,1,17.273,19.545
"192","BRANDON.ROBINSON","CAMERON.JOHNSON","GARRISON.BROOKS","KENNY.WILLIAMS","SEVENTH.WOODS","North Carolina",0.75,0.317,0.433,2,1,150,0,150,3,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1.5,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,1,9.5,26
"193","BRANDON.ROBINSON","COBY.WHITE","GARRISON.BROOKS","KENNY.WILLIAMS","LUKE.MAYE","North Carolina",5.35,2.6,2.75,7,6,57.143,133.333,-76.19,4,8,4,6,0,4,1,2,0,0,4,1,4,0,1,2,0,2,1,0,3,3,0,0,2,0,0,1,6.5,0,0.667,0,0,1,0,0,0.667,0.339,0.618,0,1,0,1,0.25,0.333,0.25,0.333,0.5,0.333,1,0.167,0,0.25,0.286,0,0,0,0.25,1,22.286,27.5
"194","BRANDONE.FRANCIS","DAVIDE.MORETTI","DESHAWN.CORPREW","KYLER.EDWARDS","NORENSE.ODIASE","Texas Tech",0.983,0.417,0.567,1,1,200,0,200,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25,34
"195","BRANDONE.FRANCIS","DAVIDE.MORETTI","JARRETT.CULVER","KYLER.EDWARDS","MATT.MOONEY","Texas Tech",8.183,4.117,4.067,16,14,112.5,135.714,-23.214,18,19,15,7,8,5,8,2,2,1,0,8,0,8,5,2,5,2,2,0,2,5,0,1,2,3,1,3,14.5,0.533,0.714,0.25,0.5,0,1,0.6,0.786,0.6,0.88,1,1,0.5,0.667,0.533,0.286,0.333,0.286,0.133,0.429,0,1.143,0.125,0.6,0.125,0.214,0,0.067,0.286,1,15.437,17.429
"196","BRANDONE.FRANCIS","DAVIDE.MORETTI","JARRETT.CULVER","KYLER.EDWARDS","TARIQ.OWENS","Texas Tech",2.517,0.833,1.683,3,4,133.333,50,83.333,4,2,2,4,1,1,1,2,0,0,2,0,2,0,1,1,1,1,0,1,2,1,0,0,0,1,1,0,3.5,0.5,0.25,0,0,1,0,0.5,0.25,0.678,0.25,1,1,0,0,0.5,0.5,0.5,0.25,0,0.25,1,0,1,0,0,0.25,0,0,0,0.667,16.667,25.25
"197","BRANDONE.FRANCIS","DAVIDE.MORETTI","JARRETT.CULVER","MATT.MOONEY","NORENSE.ODIASE","Texas Tech",10.233,4.25,5.983,18,17,133.333,111.765,21.569,24,19,17,13,8,5,8,5,3,2,5,8,5,7,5,1,4,1,3,2,7,6,1,1,2,2,3,3,17.5,0.471,0.385,0.375,0.4,1,0.875,0.559,0.462,0.619,0.565,0.8,1,0.25,0.286,0.471,0.385,0.294,0.077,0.235,0.538,0.294,0.615,0.375,0.6,0.111,0.118,0.077,0.059,0.333,0.778,14.167,21.118
"198","BRANDONE.FRANCIS","DAVIDE.MORETTI","JARRETT.CULVER","MATT.MOONEY","TARIQ.OWENS","Texas Tech",7.6,3.7,3.9,11,14,63.636,114.286,-50.649,7,16,9,13,2,6,4,7,0,2,4,3,3,2,2,2,1,2,3,3,5,5,1,1,2,3,0,2,12,0.222,0.462,0,0.286,0.75,0.667,0.222,0.538,0.321,0.555,0.5,1,0.333,0.5,0.444,0.538,0.222,0.154,0.333,0.308,0.444,0.231,0,0.333,0.182,0.214,0.077,0.111,0.375,0.625,20.182,16.714
"199","BRANDONE.FRANCIS","DAVIDE.MORETTI","KYLER.EDWARDS","MATT.MOONEY","TARIQ.OWENS","Texas Tech",1.2,0.817,0.383,2,1,50,200,-150,1,2,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1.5,0,1,0,0,0.5,0,0,1,0.256,1,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,24.5,23
"200","BRANDONE.FRANCIS","DESHAWN.CORPREW","JARRETT.CULVER","KYLER.EDWARDS","MATT.MOONEY","Texas Tech",0.85,0,0.85,0,1,0,300,0,0,3,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0.5,0,0.333,0,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0.333,0,0.333,0,0.333,0,0,0,1,0,0,0,0,0,0,0,51
"201","BRANDONE.FRANCIS","JARRETT.CULVER","KYLER.EDWARDS","MATT.MOONEY","TARIQ.OWENS","Texas Tech",4.517,2.2,2.317,7,6,171.429,66.667,104.762,12,4,8,7,4,1,5,1,4,0,0,2,0,2,1,4,0,0,1,3,3,3,2,0,0,1,3,0,6.5,0.5,0.143,0.8,0,0,1,0.75,0.143,0.75,0.252,0,0,0,0.5,0.625,0.143,0.125,0.571,0.25,0.286,0,0.286,0.75,0,0,0.167,0.286,0,0.25,0.5,18.857,23.167
"202","BRANDONE.FRANCIS","KYLER.EDWARDS","MATT.MOONEY","NORENSE.ODIASE","TARIQ.OWENS","Texas Tech",0.383,0,0.383,0,1,0,300,0,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23
"203","BRAXTON.BEVERLY","CJ.BRYCE","DEREK.FUNDERBURK","MARKELL.JOHNSON","TORIN.DORN","NC State",1.3,0.8,0.5,3,2,100,100,0,3,2,1,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2.5,1,0,1,0,0,1,1.5,0,1.5,0.513,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0.667,0,0,0,0,1,16,15
"204","BRAXTON.BEVERLY","CJ.BRYCE","DEVON.DANIELS","MARKELL.JOHNSON","TORIN.DORN","NC State",0.067,0.067,0,1,0,200,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.667,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"205","BRAXTON.BEVERLY","CJ.BRYCE","DEVON.DANIELS","MARKELL.JOHNSON","WYATT.WALKER","NC State",0.033,0,0.033,0,1,0,200,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"206","BRAXTON.BEVERLY","CJ.BRYCE","DEVON.DANIELS","TORIN.DORN","WYATT.WALKER","NC State",4.967,1.717,3.25,7,8,128.571,100,28.571,9,8,8,10,3,4,3,3,1,0,2,1,2,0,1,4,0,3,2,3,4,3,0,0,0,0,1,1,7,0.375,0.4,0.333,0,1,0,0.438,0.4,0.503,0.382,0,0.75,0.5,0.333,0.375,0.3,0.125,0.4,0.5,0.3,0.25,0.1,0.333,0.25,0,0,0,0,0.4,0.571,14.714,24.375
"207","BRAXTON.BEVERLY","CJ.BRYCE","DJ.FUNDERBURK","ERIC.LOCKETT","JERICOLE.HELLEMS","NC State",2.433,1.4,1.033,4,3,50,133.333,-83.333,2,4,4,4,1,2,2,0,0,0,0,0,0,0,1,3,1,2,1,1,1,2,0,1,1,0,1,1,3.5,0.25,0.5,0,0,0,0,0.25,0.5,0.25,0.5,1,0.667,0,0,0.5,0,0.25,0.75,0.25,0.25,0,0,1,0.5,0.25,0,0,0.25,0.333,0.5,21,20.667
"208","BRAXTON.BEVERLY","CJ.BRYCE","DJ.FUNDERBURK","JERICOLE.HELLEMS","MARKELL.JOHNSON","NC State",0.333,0.333,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"209","BRAXTON.BEVERLY","CJ.BRYCE","ERIC.LOCKETT","TORIN.DORN","WYATT.WALKER","NC State",1.3,0.533,0.767,1,2,0,100,-100,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,1,1,0,0,0,1,0,0.5,0,0,0,0,32,23
"210","BRAXTON.BEVERLY","CJ.BRYCE","MARKELL.JOHNSON","TORIN.DORN","WYATT.WALKER","NC State",16.983,7.583,9.4,22,26,63.636,111.538,-47.902,14,29,19,20,5,10,9,8,2,4,6,7,2,5,5,6,2,3,3,5,7,13,3,2,3,7,3,7,23.5,0.263,0.5,0.222,0.5,0.333,0.714,0.316,0.6,0.32,0.622,0.4,0.5,0.2,0.5,0.474,0.4,0.263,0.3,0.263,0.3,0.316,0.35,0.6,0.7,0.136,0.269,0.15,0.105,0.188,0.583,20.682,21.692
"211","BRAXTON.BEVERLY","DEREK.FUNDERBURK","DEVON.DANIELS","JERICOLE.HELLEMS","MARKELL.JOHNSON","NC State",2.217,1.25,0.967,4,5,125,140,-15,5,7,5,2,2,2,2,1,0,1,1,3,1,2,1,1,1,1,2,0,0,2,0,0,0,0,1,2,3,0.4,1,0,1,1,0.667,0.4,1.25,0.457,1.022,1,1,0.5,0,0.4,0.5,0.2,0.5,0.4,0,0.2,1.5,0.5,1,0,0,0,0,0.5,0,18.75,11.6
"212","BRAXTON.BEVERLY","DEREK.FUNDERBURK","DEVON.DANIELS","MARKELL.JOHNSON","TORIN.DORN","NC State",7.85,3.6,4.25,14,14,100,71.429,28.571,14,10,11,9,5,4,3,5,0,2,5,0,4,0,4,2,3,1,0,0,5,7,1,0,1,5,0,4,14,0.455,0.444,0,0.4,0.8,0,0.455,0.556,0.523,0.556,0.75,0.5,0.5,0.5,0.273,0.556,0.364,0.222,0.364,0.222,0.455,0,0,1,0.071,0.357,0.111,0,0,1,15.429,18.214
"213","BRAXTON.BEVERLY","DEVON.DANIELS","DJ.FUNDERBURK","ERIC.LOCKETT","JERICOLE.HELLEMS","NC State",1.517,0.9,0.617,3,3,0,33.333,-33.333,0,1,2,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,2,0,0,1,1,0,0,3,0,0,0,0,0,0.5,0,0,0,0.256,0,0,0,0,0,0,0.5,1,0.5,0,0,2,0,0,0.333,0.333,0,0,0,1,18,12.333
"214","BRAXTON.BEVERLY","DEVON.DANIELS","DJ.FUNDERBURK","ERIC.LOCKETT","TORIN.DORN","NC State",1.467,1.067,0.4,2,2,150,200,-50,3,4,3,2,1,2,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,1,2,2,0.333,1,1,0,0,0,0.5,1,0.5,1,0,1,0,0,0.333,0,0,1,0.667,0,0,0,1,1,0,0,0,0,0.5,0,32,12
"215","BRAXTON.BEVERLY","DEVON.DANIELS","DJ.FUNDERBURK","JERICOLE.HELLEMS","MARKELL.JOHNSON","NC State",0.733,0.533,0.2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,12
"216","BRAXTON.BEVERLY","DEVON.DANIELS","DJ.FUNDERBURK","MARKELL.JOHNSON","TORIN.DORN","NC State",0.767,0.767,0,1,0,200,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0.5,0.333,0,0,0,0,0,0.333,0,0.333,0,0.5,0,0,0,0,0,0.667,0,0.333,0,0,0,0,0,0,0,0,0.333,1,0,46,0
"217","BRAXTON.BEVERLY","DEVON.DANIELS","MARKELL.JOHNSON","TORIN.DORN","WYATT.WALKER","NC State",9.3,3.767,5.533,12,14,100,85.714,14.286,12,12,12,9,5,4,5,2,0,1,3,5,2,3,5,4,4,3,3,1,5,5,0,0,1,4,0,4,12.5,0.417,0.444,0,0.5,0.667,0.6,0.417,0.5,0.447,0.527,0.8,0.75,0.5,0,0.417,0.222,0.417,0.444,0.167,0.333,0.25,0.556,0,1,0.083,0.286,0,0,0.375,0.833,18.833,23.714
"218","BRAXTON.KEY","DEANDRE.HUNTER","JACK.SALT","KIHEI.CLARK","KYLE.GUY","Virginia",41.4,22.583,18.817,65,61,127.692,98.361,29.332,83,60,59,56,33,21,16,20,8,8,11,12,9,10,32,22,23,10,8,11,23,19,3,3,11,11,12,10,64.5,0.559,0.375,0.5,0.4,0.818,0.833,0.627,0.446,0.646,0.486,0.719,0.455,0.182,0.214,0.271,0.357,0.542,0.393,0.186,0.25,0.186,0.214,0.364,0.476,0.169,0.18,0.054,0.051,0.296,0.676,20.846,18.508
"219","BRAXTON.KEY","DEANDRE.HUNTER","JACK.SALT","KIHEI.CLARK","MAMADI.DIAKITE","Virginia",2.35,0.967,1.383,3,4,133.333,25,108.333,4,1,2,2,1,0,0,2,0,0,2,2,2,1,1,0,1,0,0,0,2,1,0,0,0,1,1,0,3.5,0.5,0,0,0,1,0.5,0.5,0,0.678,0.169,1,0,0,0,0,1,0.5,0,0.5,0,1,1,1,0,0,0.25,0,0,0,1,19.333,20.75
"220","BRAXTON.KEY","DEANDRE.HUNTER","JACK.SALT","KIHEI.CLARK","TY.JEROME","Virginia",15.55,7.317,8.233,24,26,104.167,65.385,38.782,25,17,24,15,10,3,5,9,1,1,5,12,4,10,9,4,5,2,6,5,9,9,0,1,4,8,1,2,24,0.417,0.2,0.2,0.111,0.8,0.833,0.438,0.233,0.474,0.411,0.556,0.5,0.4,0,0.208,0.6,0.375,0.267,0.417,0.133,0.208,0.8,0.1,0.667,0.167,0.308,0,0.042,0.4,0.643,18.292,19
"221","BRAXTON.KEY","DEANDRE.HUNTER","JACK.SALT","KYLE.GUY","MAMADI.DIAKITE","Virginia",1.983,1.317,0.667,5,3,80,100,-20,4,3,5,3,1,1,1,1,0,0,2,1,2,1,2,2,1,1,1,0,2,3,0,0,0,0,0,0,4,0.2,0.333,0,0,1,1,0.2,0.333,0.336,0.432,0.5,0.5,0,0,0.2,0.333,0.4,0.667,0.4,0,0.4,0.333,0,0,0,0,0,0,0.25,1,15.8,13.333
"222","BRAXTON.KEY","DEANDRE.HUNTER","JACK.SALT","KYLE.GUY","TY.JEROME","Virginia",94.017,49.5,44.517,151,145,126.49,95.172,31.318,191,138,141,105,67,49,63,46,22,15,53,34,35,25,46,40,30,26,31,15,46,46,7,4,13,33,42,25,143.5,0.475,0.467,0.349,0.326,0.66,0.735,0.553,0.538,0.575,0.57,0.652,0.65,0.469,0.421,0.447,0.438,0.326,0.381,0.227,0.181,0.376,0.324,0.627,0.51,0.086,0.228,0.067,0.028,0.403,0.754,19.669,18.421
"223","BRAXTON.KEY","DEANDRE.HUNTER","JACK.SALT","MAMADI.DIAKITE","TY.JEROME","Virginia",1.117,0.583,0.533,3,3,133.333,166.667,-33.333,4,5,1,2,1,1,0,2,0,1,2,2,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,1,0.5,0,0.5,1,1,1,0.75,1.026,0.847,1,0,0,0,0,1,1,0,0,0,2,1,0,1,0.333,0,0,0,0,1,11.667,10.667
"224","BRAXTON.KEY","DEANDRE.HUNTER","JAY.HUFF","KIHEI.CLARK","KYLE.GUY","Virginia",40.75,20.733,20.017,62,63,117.742,71.429,46.313,73,45,46,45,26,16,15,19,6,5,19,18,15,8,24,18,17,8,8,7,30,14,4,1,14,17,16,4,62.5,0.565,0.356,0.4,0.263,0.789,0.444,0.63,0.411,0.663,0.42,0.708,0.444,0.429,0.375,0.326,0.422,0.522,0.4,0.152,0.178,0.413,0.4,0.615,0.25,0.226,0.27,0.089,0.022,0.364,0.811,20.065,19.063
"225","BRAXTON.KEY","DEANDRE.HUNTER","JAY.HUFF","KIHEI.CLARK","MAMADI.DIAKITE","Virginia",2.683,1.6,1.083,4,4,50,100,-50,2,4,2,4,1,2,0,1,0,0,0,0,0,0,2,3,1,2,0,0,2,2,1,1,1,0,0,2,3.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.667,0,0,0,0.25,1,0.75,0,0,0,0,0,1,0.25,0,0.25,0.5,0,1,24,16.25
"226","BRAXTON.KEY","DEANDRE.HUNTER","JAY.HUFF","KIHEI.CLARK","MARCO.ANTHONY","Virginia",1.617,1.083,0.533,3,3,166.667,0,166.667,5,0,2,1,2,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,1,0,0,0,1,2,1,0,3,1,0,0,0,1,0,1,0,1.01,0,1,0,0,0,0,0,1,0,0,1,0.5,0,0.5,0,0.333,0.667,0,0,0,1,21.667,10.667
