"","P1","P2","P3","P4","P5","Team","Mins","oMins","dMins","oPOSS","dPOSS","ORTG","DRTG","NETRTG","PTS","dPTS","FGA","dFGA","FGM","dFGM","TPA","dTPA","TPM","dTPM","FTA","dFTA","FTM","dFTM","RIMA","dRIMA","RIMM","dRIMM","ORB","dORB","DRB","dDRB","BLK","dBLK","TO","dTO","AST","dAST","ePOSS","FG.","dFG.","TPP","dTPP","FTP","dFTP","eFG.","deFG.","TS.","dTS.","RIM.","dRIM.","MID.","dMID.","TPrate","dTPrate","RIMrate","dRIMrate","MIDrate","dMIDrate","FTrate","dFTrate","ASTrate","dASTrate","TOrate","dTOrate","BLKrate","oBLKrate","ORB.","DRB.","TimePerPoss","dTimePerPoss"
"57","AJ.LAWSON","CHRIS.SILVA","FELIPE.HAASE","HASSANI.GRAVETT","TRE.CAMPBELL","South Carolina",2.483,0.85,1.633,3,4,133.333,225,-91.667,4,9,2,3,1,3,1,1,0,1,2,3,2,2,0,2,0,2,0,0,1,1,0,0,0,0,1,3,3.5,0.5,1,0,1,1,0.667,0.5,1.167,0.678,1.017,0,1,1,0,0.5,0.333,0,0.667,0.5,0,1,1,1,1,0,0,0,0,0,1,17,24.5
"58","AJ.LAWSON","CHRIS.SILVA","FELIPE.HAASE","KEYSHAWN.BRYANT","TRE.CAMPBELL","South Carolina",4.7,2.267,2.433,8,7,62.5,128.571,-66.071,5,9,7,7,2,4,4,2,1,1,0,0,0,0,3,1,1,1,1,1,2,3,0,1,2,1,1,3,7.5,0.286,0.571,0.25,0.5,0,0,0.357,0.643,0.357,0.643,0.333,1,0,0.5,0.571,0.286,0.429,0.143,0,0.571,0,0,0.5,0.75,0.25,0.143,0,0.143,0.25,0.667,17,20.857
"59","ALANZO.FRINK","CHRIS.SILVA","EVAN.HINSON","HASSANI.GRAVETT","TRE.CAMPBELL","South Carolina",3.1,1.717,1.383,6,5,66.667,60,6.667,4,3,3,4,1,1,1,2,0,1,3,0,2,0,1,1,1,0,1,0,3,1,0,0,3,1,1,1,5.5,0.333,0.25,0,0.5,0.667,0,0.333,0.375,0.452,0.375,1,0,0,0,0.333,0.5,0.333,0.25,0.333,0.25,1,0,1,1,0.5,0.2,0,0,0.5,1,17.167,16.6
"60","ALEEM.FORD","BRAD.DAVISON","DMITRIK.TRICE","KHALIL.IVERSON","NATE.REUVERS","Wisconsin",2.217,1.083,1.133,3,3,0,200,-200,0,6,2,3,0,2,1,3,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,2,3,0,0.667,0,0.667,0,0,0,1,0,1,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,1,0.333,0,0,0,0,1,21.667,22.667
"61","ALEEM.FORD","BRAD.DAVISON","DMITRIK.TRICE","KOBE.KING","NATE.REUVERS","Wisconsin",0.783,0.55,0.233,1,1,0,200,-200,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,33,14
"62","ALEX.OCONNELL","CAM.REDDISH","JACK.WHITE","MARQUES.BOLDEN","RJ.BARRETT","Duke",1.683,1,0.683,3,2,133.333,200,-66.667,4,4,3,2,1,2,1,0,1,0,2,0,1,0,1,2,0,2,1,0,0,1,0,2,0,0,1,1,2.5,0.333,1,1,0,0.5,0,0.5,1,0.506,1,0,1,0,0,0.333,0,0.333,1,0.333,0,0.667,0,1,0.5,0,0,0,0.667,0.5,0,20,20.5
"63","ALEX.OCONNELL","CAM.REDDISH","MARQUES.BOLDEN","RJ.BARRETT","ZION.WILLIAMSON","Duke",0.217,0,0.217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
"64","ALEX.OCONNELL","JACK.WHITE","MARQUES.BOLDEN","RJ.BARRETT","ZION.WILLIAMSON","Duke",3.383,1.617,1.767,5,5,100,140,-40,5,7,4,6,2,3,1,2,0,1,1,0,1,0,2,1,1,1,0,1,2,2,0,0,1,0,0,1,5,0.5,0.5,0,0.5,1,0,0.5,0.583,0.559,0.583,0.5,1,1,0.333,0.25,0.333,0.5,0.167,0.25,0.5,0.25,0,0,0.333,0.2,0,0,0,0,0.667,19.4,21.2
"65","ALEX.THOMAS","ALLEN.BETRAND","BRIAN.FOBBS","DENNIS.TUNSTALL","TOBIAS.HOWARD","Towson",0.75,0.75,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0.333,0,0.333,0,0,0,0,0,0,0,0,0,0.667,0,45,0
"66","ALEX.THOMAS","ALLEN.BETRAND","BRIAN.FOBBS","NAKYE.SANDERS","TOBIAS.HOWARD","Towson",1.267,0.75,0.517,2,2,100,150,-50,2,3,1,2,0,1,0,2,0,1,4,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,2,0,0.5,0,0.5,0.5,0,0,0.75,0.345,0.75,0,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,0.333,1,22.5,15.5
"67","ALEX.THOMAS","ALLEN.BETRAND","BRIAN.FOBBS","SOLOMON.UYAELUNMO","TOBIAS.HOWARD","Towson",0.1,0.1,0,1,1,0,200,-200,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"68","ALEX.THOMAS","ALLEN.BETRAND","DENNIS.TUNSTALL","JAKIGH.DOTTIN","NICOLAS.TIMBERLAKE","Towson",1.767,1.183,0.583,2,2,200,0,200,4,0,5,1,2,0,0,1,0,0,0,0,0,0,4,0,2,0,3,0,1,0,0,0,0,1,0,0,2,0.4,0,0,0,0,0,0.4,0,0.4,0,0.5,0,0,0,0,1,0.8,0,0.2,0,0,0,0,0,0,0.5,0,0,1,1,35.5,17.5
"69","ALEX.THOMAS","ALLEN.BETRAND","JAKIGH.DOTTIN","NAKYE.SANDERS","TOBIAS.HOWARD","Towson",1.783,0.9,0.883,3,3,0,233.333,-233.333,0,7,1,2,0,2,1,1,0,1,0,2,0,2,0,1,0,1,0,0,0,1,0,0,2,0,0,1,3,0,1,0,1,0,1,0,1.25,0,1.186,0,1,0,0,1,0.5,0,0.5,0,0,0,1,0,0.5,0.667,0,0,0,0,0,18,17.667
"70","ALEX.THOMAS","ALLEN.BETRAND","NICOLAS.TIMBERLAKE","SOLOMON.UYAELUNMO","TOBIAS.HOWARD","Towson",1.2,0.467,0.733,2,3,0,100,-100,0,3,2,2,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0.5,0,1,0,0,0,0.75,0,0.606,0,0,0,0,1,0.5,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,1,14,14.667
"71","ALEX.THOMAS","BRIAN.FOBBS","DENNIS.TUNSTALL","JAKIGH.DOTTIN","NICOLAS.TIMBERLAKE","Towson",1.633,1.017,0.617,3,3,66.667,200,-133.333,2,6,1,3,0,2,0,3,0,2,4,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,3,0,0.667,0,0.667,0.5,0,0,1,0.345,1,0,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0.333,0,0,0,0,20.333,12.333
"72","ALEX.THOMAS","BRIAN.FOBBS","DENNIS.TUNSTALL","NICOLAS.TIMBERLAKE","TOBIAS.HOWARD","Towson",2.5,1.633,0.867,4,3,125,200,-75,5,6,5,3,2,2,2,1,1,1,1,2,0,1,3,1,1,1,1,1,0,3,0,1,0,0,1,1,3.5,0.4,0.667,0.5,1,0,0.5,0.5,0.833,0.457,0.759,0.333,1,0,0,0.4,0.333,0.6,0.333,0,0.333,0.2,0.667,0.5,0.5,0,0,0,0.2,0.25,0,24.5,17.333
"73","ALEX.THOMAS","BRIAN.FOBBS","JAKIGH.DOTTIN","NAKYE.SANDERS","TOBIAS.HOWARD","Towson",1.5,0.583,0.917,2,2,50,50,0,1,1,0,2,0,0,0,2,0,0,2,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0.5,0.5,0,0,0.526,0.169,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0.5,17.5,27.5
"74","ALEX.THOMAS","BRIAN.FOBBS","NAKYE.SANDERS","NICOLAS.TIMBERLAKE","TOBIAS.HOWARD","Towson",12.033,5.233,6.8,14,15,107.143,106.667,0.476,15,16,9,18,5,6,6,8,3,1,2,4,2,3,3,10,2,5,1,5,7,3,0,1,4,0,0,5,14,0.556,0.333,0.5,0.125,1,0.75,0.722,0.361,0.754,0.402,0.667,0.5,0,0,0.667,0.444,0.333,0.556,0,0,0.222,0.222,0,0.833,0.286,0,0,0.111,0.25,0.583,22.429,27.2
"75","ALLEN.BETRAND","BRIAN.FOBBS","DENNIS.TUNSTALL","NAKYE.SANDERS","TOBIAS.HOWARD","Towson",2.967,1.483,1.483,5,5,60,80,-20,3,4,2,5,1,2,0,1,0,0,2,1,1,0,2,1,1,1,0,2,2,2,0,0,1,1,0,0,4,0.5,0.4,0,0,0.5,0,0.5,0.4,0.508,0.365,0.5,1,0,0.333,0,0.2,1,0.2,0,0.6,1,0.2,0,0,0.2,0.2,0,0,0,0.5,17.8,17.8
"76","ALLEN.BETRAND","DENNIS.TUNSTALL","JAKIGH.DOTTIN","NICOLAS.TIMBERLAKE","SOLOMON.UYAELUNMO","Towson",0.533,0.417,0.117,1,1,0,300,-300,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25,7
"77","ANDREW.PLATEK","BRANDON.ROBINSON","CAMERON.JOHNSON","GARRISON.BROOKS","SEVENTH.WOODS","North Carolina",0.917,0.183,0.733,1,2,300,100,200,3,2,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1.5,1,0.5,1,0,0,0,1.5,0.5,1.5,0.5,0,1,0,0,1,0.5,0,0.5,0,0,0,0,1,1,0,0,0,0,0,1,11,22
"78","ANDREW.PLATEK","BRANDON.ROBINSON","GARRISON.BROOKS","KENNY.WILLIAMS","SEVENTH.WOODS","North Carolina",0.667,0.35,0.317,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,19
"79","ANDREW.PLATEK","GARRISON.BROOKS","KENNY.WILLIAMS","LUKE.MAYE","SEVENTH.WOODS","North Carolina",0.8,0.333,0.467,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,28
"80","ANFERNEE.MCLEMORE","BRYCE.BROWN","DANJEL.PURIFOY","JARED.HARPER","JVON.MCCORMICK","Auburn",1.45,0.583,0.867,2,2,150,100,50,3,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.5,0.5,0.5,0,0,0,0.75,0.5,0.75,0.5,0,0,0,1,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,17.5,26
"81","ANFERNEE.MCLEMORE","BRYCE.BROWN","DANJEL.PURIFOY","JARED.HARPER","MALIK.DUNBAR","Auburn",9.1,5.4,3.7,14,14,28.571,92.857,-64.286,4,13,12,9,2,5,7,2,0,0,0,6,0,3,4,4,2,4,2,0,5,9,1,2,3,2,1,3,13.5,0.167,0.556,0,0,0,0.5,0.167,0.556,0.167,0.549,0.5,1,0,0.333,0.583,0.222,0.333,0.444,0.083,0.333,0,0.667,0.5,0.6,0.214,0.143,0.111,0.167,0.182,1,23.143,15.857
"82","ANFERNEE.MCLEMORE","BRYCE.BROWN","DANJEL.PURIFOY","JARED.HARPER","SAMIR.DOUGHTY","Auburn",5.15,1.65,3.5,7,9,200,100,100,14,9,7,6,4,2,5,4,3,2,4,5,3,3,0,1,0,0,2,0,5,2,1,1,0,1,2,2,8,0.571,0.333,0.6,0.5,0.75,0.6,0.786,0.5,0.787,0.537,0,0,0.5,0,0.714,0.667,0,0.167,0.286,0.167,0.571,0.833,0.5,1,0,0.111,0.167,0.143,0.5,1,14.143,23.333
"83","ANFERNEE.MCLEMORE","BRYCE.BROWN","DANJEL.PURIFOY","JVON.MCCORMICK","SAMIR.DOUGHTY","Auburn",3.533,1.567,1.967,6,5,166.667,120,46.667,10,6,4,5,3,3,2,2,1,0,4,0,3,0,2,2,2,2,0,0,2,1,0,0,0,0,2,1,5.5,0.75,0.6,0.5,0,0.75,0,0.875,0.6,0.847,0.6,1,1,0,1,0.5,0.4,0.5,0.4,0,0.2,1,0,0.667,0.333,0,0,0,0,0,1,15.667,23.6
"84","ANFERNEE.MCLEMORE","BRYCE.BROWN","HORACE.SPENCER","JARED.HARPER","JVON.MCCORMICK","Auburn",1.217,0.667,0.55,2,2,50,250,-200,1,5,1,2,0,2,0,1,0,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2,0,1,0,1,0.5,0,0,1.25,0.256,1.25,0,1,0,0,0,0.5,0,0.5,1,0,2,0,0,1,0,0,0,1,0,0,20,16.5
"85","ANFERNEE.MCLEMORE","BRYCE.BROWN","HORACE.SPENCER","JARED.HARPER","SAMIR.DOUGHTY","Auburn",7.467,3.633,3.833,10,9,140,66.667,73.333,14,6,12,9,6,2,5,6,2,2,0,0,0,0,7,0,4,0,3,2,5,3,0,3,0,2,3,2,9,0.5,0.222,0.4,0.333,0,0,0.583,0.333,0.583,0.333,0.571,0,0,0,0.417,0.667,0.583,0,0,0.333,0,0,0.5,1,0,0.222,0,0.25,0.5,0.714,21.8,25.556
"86","ANFERNEE.MCLEMORE","DANJEL.PURIFOY","JARED.HARPER","JVON.MCCORMICK","SAMIR.DOUGHTY","Auburn",1.75,1.283,0.467,3,2,0,100,-100,0,2,5,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0,0,2.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.8,0,0,0,0.2,1,0,0,0,0,0,0,0,0.2,0.4,1,25.667,14
"87","ANTHONY.COWAN","BRUNO.FERNANDO","DARRYL.MORSELL","ERIC.AYALA","JALEN.SMITH","Maryland",13.067,6.1,6.967,18,19,100,142.105,-42.105,18,27,15,21,8,10,5,12,1,5,2,2,1,2,9,5,7,4,2,3,8,5,0,0,4,0,5,5,18.5,0.533,0.476,0.2,0.417,0.5,1,0.567,0.595,0.564,0.615,0.778,0.8,0,0.25,0.333,0.571,0.6,0.238,0.067,0.19,0.133,0.095,0.625,0.5,0.222,0,0,0,0.286,0.727,20.333,22
"88","ANTHONY.COWAN","BRUNO.FERNANDO","DARRYL.MORSELL","ERIC.AYALA","SERREL.SMITH","Maryland",1.083,0.767,0.317,2,1,100,200,-100,2,2,0,1,0,1,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.5,0,1,0,0,1,0,0,1,1.053,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,23,19
"89","ANTHONY.COWAN","DARRYL.MORSELL","ERIC.AYALA","JALEN.SMITH","SERREL.SMITH","Maryland",0.95,0.367,0.583,2,2,150,150,0,3,3,1,1,1,1,0,0,0,0,2,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0.5,0.5,1,1,0.769,0.769,0,1,1,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,1,11,17.5
"90","ANTHONY.CRUMP","ANTONIO.GREEN","DONOVAN.SIMS","JAMES.HAWTHORNE","KARL.GAMBLE","Middle Tenn.",0.517,0.333,0.183,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,20,11
"91","ANTHONY.CRUMP","ANTONIO.GREEN","DONOVAN.SIMS","JAMES.HAWTHORNE","REGGIE.SCURRY","Middle Tenn.",9,5.367,3.633,15,13,46.667,123.077,-76.41,7,16,12,13,2,7,5,4,1,2,4,0,2,0,2,5,1,2,1,1,5,10,2,0,2,1,2,6,14,0.167,0.538,0.2,0.5,0.5,0,0.208,0.615,0.252,0.615,0.5,0.4,0,0.75,0.417,0.308,0.167,0.385,0.417,0.308,0.333,0,1,0.857,0.133,0.077,0.154,0,0.091,0.833,21.467,16.769
"92","ANTHONY.CRUMP","ANTONIO.GREEN","JAMES.HAWTHORNE","JAYCE.JOHNSON","KARL.GAMBLE","Middle Tenn.",0.6,0,0.6,0,1,0,200,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,0,0,0.5,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,36
"93","ANTHONY.CRUMP","ANTONIO.GREEN","JAMES.HAWTHORNE","JAYCE.JOHNSON","REGGIE.SCURRY","Middle Tenn.",1.417,0.9,0.517,3,2,100,100,0,3,2,2,2,1,1,1,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,0,1,1,0,1,0,2.5,0.5,0.5,1,0,0,0,0.75,0.5,0.75,0.5,0,0.5,0,0,0.5,0,0.5,1,0,0,0,0,1,0,0.333,0,0,0.5,0,1,18,15.5
"94","ANTHONY.CRUMP","ANTONIO.GREEN","JAMES.HAWTHORNE","JUNIOR.FARQUHAR","REGGIE.SCURRY","Middle Tenn.",1.533,0.55,0.983,2,2,0,150,-150,0,3,2,3,0,1,1,2,0,0,0,1,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,2,0,0.333,0,0,0,1,0,0.333,0,0.432,0,1,0,0,0.5,0.667,0,0.333,0.5,0,0,0.333,0,0,0,0,0,0,0,0.5,16.5,29.5
"95","ANTHONY.CRUMP","DONOVAN.SIMS","JAMES.HAWTHORNE","JAYCE.JOHNSON","KARL.GAMBLE","Middle Tenn.",0.9,0.517,0.383,2,2,0,250,-250,0,5,1,2,0,1,0,2,0,1,0,2,0,2,1,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,0.5,0,0.5,0,1,0,0.75,0,0.847,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.5,0,0,1,0,0,15.5,11.5
"96","ANTHONY.CRUMP","DONOVAN.SIMS","JAMES.HAWTHORNE","JUNIOR.FARQUHAR","KARL.GAMBLE","Middle Tenn.",0.667,0.167,0.5,1,1,0,200,-200,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,30
"97","ANTHONY.CRUMP","DONOVAN.SIMS","JAMES.HAWTHORNE","JUNIOR.FARQUHAR","REGGIE.SCURRY","Middle Tenn.",2.45,1.283,1.167,5,5,80,140,-60,4,7,5,2,2,2,0,1,0,1,0,2,0,2,1,1,1,1,2,0,0,1,0,0,2,2,1,1,5,0.4,1,0,1,0,1,0.4,1.25,0.4,1.186,1,1,0.25,0,0,0.5,0.2,0.5,0.8,0,0,1,0.5,0.5,0.4,0.4,0,0,0.667,0,15.4,14
"98","ANTHONY.CRUMP","JAMES.HAWTHORNE","JAYCE.JOHNSON","JUNIOR.FARQUHAR","KARL.GAMBLE","Middle Tenn.",1.583,0.783,0.8,2,3,0,166.667,-166.667,0,5,0,3,0,1,0,1,0,0,0,4,0,3,0,1,0,1,0,2,0,0,0,0,2,0,0,0,2.5,0,0.333,0,0,0,0.75,0,0.333,0,0.51,0,1,0,0,0,0.333,0,0.333,0,0.333,0,1.333,0,0,1,0,0,0,0,0,23.5,16
"99","ANTHONY.LAWRENCE","ANTHONY.MACK","CHRIS.LYKES","DJ.VASILJEVIC","SAM.WAARDENBURG","Miami (FL)",0.867,0.417,0.45,2,2,0,100,-100,0,2,1,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0.513,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0.5,0,0,0,0,1,12.5,13.5
"100","ANTHONY.LAWRENCE","CHRIS.LYKES","DJ.VASILJEVIC","EBUKA.IZUNDU","SAM.WAARDENBURG","Miami (FL)",0.85,0.6,0.25,1,1,0,200,-200,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,15
"101","ANTHONY.LAWRENCE","CHRIS.LYKES","DJ.VASILJEVIC","EBUKA.IZUNDU","ZACH.JOHNSON","Miami (FL)",4.017,2.033,1.983,6,6,16.667,66.667,-50,1,4,4,7,0,2,3,2,0,0,3,0,1,0,1,3,0,1,0,2,3,5,0,0,1,1,0,1,6,0,0.286,0,0,0.333,0,0,0.286,0.092,0.286,0,0.333,0,0.5,0.75,0.286,0.25,0.429,0,0.286,0.75,0,0,0.5,0.167,0.167,0,0,0,0.6,20.333,19.833
"102","ANTHONY.LAWRENCE","CHRIS.LYKES","DJ.VASILJEVIC","SAM.WAARDENBURG","ZACH.JOHNSON","Miami (FL)",4.85,3.033,1.817,8,7,100,85.714,14.286,8,6,7,5,3,3,4,0,1,0,2,0,1,0,3,4,2,3,0,0,2,4,1,1,0,2,0,3,7.5,0.429,0.6,0.25,0,0.5,0,0.5,0.6,0.503,0.6,0.667,0.75,0,0,0.571,0,0.429,0.8,0,0.2,0.286,0,0,1,0,0.286,0.2,0.143,0,1,22.75,15.571
"103","ANTHONY.LAWRENCE","CHRIS.LYKES","EBUKA.IZUNDU","SAM.WAARDENBURG","ZACH.JOHNSON","Miami (FL)",21.483,9.733,11.75,32,34,100,102.941,-2.941,32,35,28,31,12,13,10,11,2,5,10,8,6,4,13,11,8,7,3,8,11,14,0,4,2,8,5,10,33.5,0.429,0.419,0.2,0.455,0.6,0.5,0.464,0.5,0.489,0.503,0.615,0.636,0.4,0.111,0.357,0.355,0.464,0.355,0.179,0.29,0.357,0.258,0.417,0.769,0.062,0.235,0,0.143,0.176,0.579,18.25,20.735
"104","ANTHONY.LAWRENCE","DJ.VASILJEVIC","EBUKA.IZUNDU","SAM.WAARDENBURG","ZACH.JOHNSON","Miami (FL)",1.383,1.017,0.367,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,30.5,22
"105","ANTHONY.MACK","CHRIS.LYKES","EBUKA.IZUNDU","SAM.WAARDENBURG","ZACH.JOHNSON","Miami (FL)",1.633,0.533,1.1,2,2,150,0,150,3,0,2,2,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,2,0.5,0,0.5,0,0,0,0.75,0,0.75,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,1,0,0,0.5,0.5,0,0,0.5,16,33
"106","ANTHONY.MACK","DJ.VASILJEVIC","EBUKA.IZUNDU","SAM.WAARDENBURG","ZACH.JOHNSON","Miami (FL)",3.183,1.683,1.5,4,4,50,125,-75,2,5,5,4,1,2,0,2,0,1,0,0,0,0,3,0,1,0,1,1,1,3,0,0,0,1,0,1,4,0.2,0.5,0,0.5,0,0,0.2,0.625,0.2,0.625,0.333,0,0,0.5,0,0.5,0.6,0,0.4,0.5,0,0,0,0.5,0,0.25,0,0,0.25,0.5,25.25,22.5
"107","ANTHONY.POLITE","CHRIST.KOUMADJE","DAVID.NICHOLS","PHIL.COFER","TRENT.FORREST","Florida St.",0.8,0.25,0.55,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,33
"108","ANTHONY.POLITE","CHRIST.KOUMADJE","DAVID.NICHOLS","RAIQUAN.GRAY","TRENT.FORREST","Florida St.",1.05,0.583,0.467,3,2,0,100,-100,0,2,1,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0.513,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0.667,0,0,0,0,1,11.667,14
"109","ANTHONY.POLITE","DAVID.NICHOLS","MFIONDU.KABENGELE","MJ.WALKER","PHIL.COFER","Florida St.",1.45,0.683,0.767,3,3,66.667,233.333,-166.667,2,7,0,1,0,1,0,1,0,1,2,4,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,1,0,1,1,1,0,1.5,1.053,1.207,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0.667,0,0,0,0,0,13.667,15.333
"110","ANTHONY.POLITE","DAVID.NICHOLS","MFIONDU.KABENGELE","PHIL.COFER","TERANCE.MANN","Florida St.",2.65,0.967,1.683,4,4,25,50,-25,1,2,1,5,0,1,1,1,0,0,5,0,1,0,0,2,0,1,0,1,3,3,0,0,1,0,0,0,4,0,0.2,0,0,0.2,0,0,0.2,0.148,0.2,0,0.5,0,0,1,0.2,0,0.4,0,0.4,5,0,0,0,0.25,0,0,0,0,0.75,14.5,25.25
"111","ANTHONY.POLITE","DAVID.NICHOLS","MFIONDU.KABENGELE","PHIL.COFER","TRENT.FORREST","Florida St.",1.083,0.25,0.833,1,2,300,100,200,3,2,1,1,1,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1.5,1,0,1,0,0,1,1.5,0,1.5,0.513,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,15,25
"112","ANTHONY.POLITE","DAVID.NICHOLS","MFIONDU.KABENGELE","RAIQUAN.GRAY","TERANCE.MANN","Florida St.",0.05,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"113","ANTHONY.POLITE","DAVID.NICHOLS","MFIONDU.KABENGELE","RAIQUAN.GRAY","TRENT.FORREST","Florida St.",1.983,0.933,1.05,4,4,50,125,-75,2,5,3,3,0,2,2,1,0,1,2,0,2,0,1,2,0,1,0,0,1,3,0,0,0,1,0,1,4,0,0.667,0,1,1,0,0,0.833,0.253,0.833,0,0.5,0,0,0.667,0.333,0.333,0.667,0,0,0.667,0,0,0.5,0,0.25,0,0,0,1,14,15.75
